GEO ID,GEO ID Description,GEO Category,County Name,Indicator Order on State Dashboard,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count,Average Number of Denominator,Percentage/Rate,Data Comments,Measure Unit,Data Years,Data Source
14014,Chatham town,MCD/CD,Columbia,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),40,37,27.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
14069,Chautauqua town,MCD/CD,Chautauqua,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),33,46,17.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
14113,Chazy town,MCD/CD,Clinton,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),40,35,28.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15011,Cheektowaga town,MCD/CD,Erie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),928,1159,20,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15077,Chemung town,MCD/CD,Chemung,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),36,34,26.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15110,Chenango town,MCD/CD,Broome,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),124,132,23.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15198,Cherry Creek town,MCD/CD,Chautauqua,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),10,10,25.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15253,Cherry Valley town,MCD/CD,Otsego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),16,17,23.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15308,Chester town,MCD/CD,Orange,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),77,87,22.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15319,Chester town,MCD/CD,Warren,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),28,40,17.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15330,Chesterfield town,MCD/CD,Essex,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),29,31,23.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15462,Chili town,MCD/CD,Monroe,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),214,259,20.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15704,Cicero town,MCD/CD,Onondaga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),243,323,18.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15748,Cincinnatus town,MCD/CD,Cortland,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),14,14,25.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15792,Clare town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),3,4,17.6,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
15825,Clarence town,MCD/CD,Erie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),145,353,10.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15880,Clarendon town,MCD/CD,Orleans,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),28,42,16.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15957,Clarkson town,MCD/CD,Monroe,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),53,85,15.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15968,Clarkstown town,MCD/CD,Rockland,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),573,778,18.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
15990,Clarksville town,MCD/CD,Allegany,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),13,14,23.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16045,Claverack town,MCD/CD,Columbia,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),69,86,20.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16067,Clay town,MCD/CD,Onondaga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),421,510,20.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16100,Clayton town,MCD/CD,Jefferson,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),57,50,28.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16177,Clermont town,MCD/CD,Columbia,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),12,13,23.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16287,Clifton town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),7,9,20,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
16353,Clifton Park town,MCD/CD,Saratoga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),144,301,12,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16397,Clinton town,MCD/CD,Clinton,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),6,9,17.6,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
16408,Clinton town,MCD/CD,Dutchess,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),25,36,17.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16595,Clymer town,MCD/CD,Chautauqua,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),9,16,14.3,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
16639,Cobleskill town,MCD/CD,Schoharie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),66,66,25,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16661,Cochecton town,MCD/CD,Sullivan,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),11,18,15.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16694,Coeymans town,MCD/CD,Albany,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),90,75,30,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16738,Cohocton town,MCD/CD,Steuben,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),26,27,23.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16749,Cohoes city,MCD/CD,Albany,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),237,235,25.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16793,Colchester town,MCD/CD,Delaware,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),19,26,18.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16870,Colden town,MCD/CD,Erie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),32,31,25.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
16903,Coldspring town,MCD/CD,Cattaraugus,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),6,9,17.6,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
17046,Colesville town,MCD/CD,Broome,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),59,63,23.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17200,Collins town,MCD/CD,Erie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),40,45,22.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17343,Colonie town,MCD/CD,Albany,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),576,842,17.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17409,Colton town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),16,17,23.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17431,Columbia town,MCD/CD,Herkimer,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),15,13,28.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17486,Columbus town,MCD/CD,Chenango,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),2,5,10.5,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
17585,Concord town,MCD/CD,Erie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),77,104,18.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17618,Conesus town,MCD/CD,Livingston,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),27,26,26,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17651,Conesville town,MCD/CD,Schoharie,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),9,11,20.5,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
17684,Conewango town,MCD/CD,Cattaraugus,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),11,9,31.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17772,Conklin town,MCD/CD,Broome,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),41,59,17.4,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17849,Conquest town,MCD/CD,Cayuga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),12,15,20.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17871,Constable town,MCD/CD,Franklin,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),13,18,17.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
17904,Constantia town,MCD/CD,Oswego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),56,46,30.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18102,Copake town,MCD/CD,Columbia,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),34,30,28.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18223,Corinth town,MCD/CD,Saratoga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),89,75,29.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18256,Corning city,MCD/CD,Steuben,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),122,124,24.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18267,Corning town,MCD/CD,Steuben,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),50,64,19.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18300,Cornwall town,MCD/CD,Orange,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),84,108,19.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18388,Cortland city,MCD/CD,Cortland,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),225,214,26.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18410,Cortlandt town,MCD/CD,Westchester,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),286,431,16.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18421,Cortlandville town,MCD/CD,Cortland,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),79,97,20.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18619,Coventry town,MCD/CD,Chenango,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),17,17,24.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18663,Covert town,MCD/CD,Seneca,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),22,26,21.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18696,Covington town,MCD/CD,Wyoming,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),9,12,19.1,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
18729,Coxsackie town,MCD/CD,Greene,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),78,76,25.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
18916,Crawford town,MCD/CD,Orange,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),66,84,19.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19081,Croghan town,MCD/CD,Lewis,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),28,29,23.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19246,Crown Point town,MCD/CD,Essex,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),18,20,22.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19367,Cuba town,MCD/CD,Allegany,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),44,45,24.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19499,Cuyler town,MCD/CD,Cortland,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),6,8,19.4,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
19620,Danby town,MCD/CD,Tompkins,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),21,23,22.8,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19653,Dannemora town,MCD/CD,Clinton,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),24,19,31.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19675,Dansville town,MCD/CD,Steuben,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),18,19,24,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19686,Danube town,MCD/CD,Herkimer,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),11,11,26.2,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19719,Darien town,MCD/CD,Genesee,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),24,31,19.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19763,Davenport town,MCD/CD,Delaware,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),37,36,25.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19807,Day town,MCD/CD,Saratoga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),12,15,20.7,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19840,Dayton town,MCD/CD,Cattaraugus,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),25,21,30.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19895,Decatur town,MCD/CD,Otsego,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),6,5,28.6,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
19928,Deerfield town,MCD/CD,Oneida,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),31,30,26.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
19961,Deerpark town,MCD/CD,Orange,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),122,103,29.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
20038,De Kalb town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),18,20,23.1,,Percentage,2019-2022,"Vital Records, data as of November 2024"
20104,Delaware town,MCD/CD,Sullivan,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),19,26,18.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
20137,Delhi town,MCD/CD,Delaware,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),44,61,18,,Percentage,2019-2022,"Vital Records, data as of November 2024"
20214,Denmark town,MCD/CD,Lewis,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),19,20,23.5,,Percentage,2019-2022,"Vital Records, data as of November 2024"
20247,Denning town,MCD/CD,Ulster,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),3,5,14.3,Unstable Estimate,Percentage,2019-2022,"Vital Records, data as of November 2024"
20335,De Peyster town,MCD/CD,St. Lawrence,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),11,8,33.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
20357,Deposit town,MCD/CD,Delaware,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),20,24,21.3,,Percentage,2019-2022,"Vital Records, data as of November 2024"
20401,DeRuyter town,MCD/CD,Madison,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),10,15,16.9,,Percentage,2019-2022,"Vital Records, data as of November 2024"
20478,De Witt town,MCD/CD,Onondaga,1,1,pa1_0,Percentage of deaths that are premature (before age 65 years),209,280,18.6,,Percentage,2019-2022,"Vital Records, data as of November 2024"
